Depart,Return,Year,Length_days,VID,Passengers
04/14/2016 11:00 AM,04/14/2016 8:00 PM,2016,0.38,123,7
04/11/2016 4:15 PM,04/11/2016 8:00 PM,2016,0.16,153,5
04/12/2016 4:15 PM,04/12/2016 8:00 PM,2016,0.16,124,5
04/12/2016 5:30 PM,04/12/2016 7:30 PM,2016,0.08,125,7
04/20/2016 6:00 PM,04/20/2016 9:00 PM,2016,0.13,145,12
04/14/2016 7:00 AM,04/14/2016 11:00 PM,2016,0.67,125,7
04/18/2016 6:00 AM,04/18/2016 7:00 PM,2016,0.54,131,5
04/20/2016 9:00 AM,04/20/2016 5:00 PM,2016,0.33,122,5
04/13/2016 5:00 PM,04/13/2016 10:00 PM,2016,0.21,121,7
04/20/2016 5:00 PM,04/20/2016 10:00 PM,2016,0.21,124,5
04/12/2016 12:00 PM,04/12/2016 4:00 PM,2016,0.17,145,12
04/25/2016 10:00 AM,04/25/2016 1:00 PM,2016,0.13,125,7
04/30/2016 6:00 AM,05/03/2016 8:00 PM,2016,3.58,145,12
04/12/2016 3:00 PM,04/12/2016 7:00 PM,2016,0.17,095,12
04/19/2016 2:00 PM,04/19/2016 4:00 PM,2016,0.08,095,12
04/13/2016 9:00 AM,04/14/2016 10:00 AM,2016,1.04,123,7
04/27/2016 3:30 PM,04/29/2016 4:00 PM,2016,2.02,121,7
04/14/2016 7:00 AM,04/14/2016 10:00 PM,2016,0.63,124,5
05/09/2016 8:00 AM,05/09/2016 5:00 PM,2016,0.38,131,5
04/27/2016 10:00 AM,04/27/2016 7:00 PM,2016,0.38,122,5
04/22/2016 7:00 AM,04/22/2016 6:00 PM,2016,0.46,131,5
04/19/2016 5:00 AM,04/19/2016 7:00 PM,2016,0.58,144,7
04/21/2016 3:00 PM,04/21/2016 9:00 PM,2016,0.25,145,12
07/26/2016 4:00 PM,07/28/2016 6:00 PM,2016,2.08,122,5
05/04/2016 10:00 AM,05/04/2016 6:00 PM,2016,0.33,124,5
04/15/2016 2:00 PM,04/15/2016 10:00 PM,2016,0.33,124,5
04/22/2016 4:00 PM,04/23/2016 5:00 PM,2016,1.04,153,5
05/19/2016 6:00 AM,05/19/2016 7:00 PM,2016,0.54,131,5
04/24/2016 7:00 AM,04/26/2016 10:00 AM,2016,2.13,150,7
04/18/2016 5:00 PM,04/18/2016 9:00 PM,2016,0.17,151,7
04/19/2016 5:30 PM,04/19/2016 7:30 PM,2016,0.08,143,7
04/26/2016 5:30 PM,04/26/2016 7:00 PM,2016,0.06,143,7
04/19/2016 12:00 PM,04/19/2016 11:00 PM,2016,0.46,145,12
04/20/2016 3:00 PM,04/22/2016 10:00 AM,2016,1.79,151,7
05/10/2016 6:00 AM,05/10/2016 6:00 PM,2016,0.5,153,5
04/28/2016 9:00 AM,04/28/2016 6:00 PM,2016,0.38,151,7
04/28/2016 1:00 PM,05/02/2016 7:00 PM,2016,4.25,150,7
04/18/2016 3:00 PM,04/18/2016 7:00 PM,2016,0.17,145,12
05/11/2016 5:00 AM,05/11/2016 8:00 PM,2016,0.63,153,5
04/21/2016 4:00 PM,04/21/2016 9:00 PM,2016,0.21,121,7
04/21/2016 3:00 PM,04/22/2016 2:00 AM,2016,0.46,131,5
04/20/2016 12:00 PM,04/20/2016 10:00 PM,2016,0.42,153,5
04/29/2016 4:00 PM,04/29/2016 7:30 PM,2016,0.15,125,7
04/27/2016 10:15 AM,04/27/2016 12:00 PM,2016,0.07,124,5
04/27/2016 6:00 AM,04/27/2016 2:00 PM,2016,0.33,154,5
04/22/2016 8:00 AM,04/22/2016 2:00 PM,2016,0.25,153,5
04/22/2016 8:00 AM,04/22/2016 5:00 PM,2016,0.38,150,7
04/25/2016 7:00 AM,04/25/2016 12:00 PM,2016,0.21,124,5
04/28/2016 12:00 PM,04/29/2016 12:00 PM,2016,1,153,5
04/28/2016 12:00 PM,04/28/2016 4:30 PM,2016,0.19,154,5
04/28/2016 7:30 AM,04/28/2016 9:30 AM,2016,0.08,145,12
05/09/2016 8:00 AM,05/09/2016 5:00 PM,2016,0.38,145,12
04/28/2016 6:00 AM,04/28/2016 7:00 PM,2016,0.54,122,5
05/10/2016 8:00 AM,05/11/2016 8:00 AM,2016,1,154,5
05/14/2016 7:00 AM,05/15/2016 7:00 AM,2016,1,153,5
05/02/2016 10:00 AM,05/03/2016 10:00 AM,2016,1,124,5
05/06/2016 4:00 PM,05/08/2016 11:00 PM,2016,2.29,122,5
05/02/2016 7:00 AM,05/02/2016 6:00 PM,2016,0.46,154,5
05/05/2016 7:00 AM,05/05/2016 6:00 PM,2016,0.46,154,5
04/26/2016 7:30 AM,04/26/2016 3:00 PM,2016,0.31,145,12
04/27/2016 7:00 AM,04/27/2016 12:00 PM,2016,0.21,125,7
04/30/2016 10:00 AM,05/06/2016 10:00 PM,2016,6.5,125,7
05/02/2016 6:00 AM,05/02/2016 6:00 PM,2016,0.5,153,5
07/09/2016 5:00 AM,07/12/2016 7:00 PM,2016,3.58,154,5
05/09/2016 8:00 AM,05/13/2016 5:00 PM,2016,4.38,095,12
05/16/2016 8:00 AM,05/20/2016 5:00 PM,2016,4.38,145,12
05/23/2016 8:00 AM,05/27/2016 5:00 PM,2016,4.38,095,12
05/31/2016 8:00 AM,06/03/2016 5:00 PM,2016,3.38,145,12
06/06/2016 8:00 AM,06/10/2016 5:00 PM,2016,4.38,095,12
06/13/2016 8:00 AM,06/17/2016 5:00 PM,2016,4.38,145,12
06/20/2016 8:00 AM,06/24/2016 5:00 PM,2016,4.38,095,12
07/05/2016 8:00 AM,07/08/2016 5:00 PM,2016,3.38,095,12
07/11/2016 8:00 AM,07/15/2016 5:00 PM,2016,4.38,145,12
07/18/2016 8:00 AM,07/22/2016 5:00 PM,2016,4.38,151,7
08/01/2016 8:00 AM,08/05/2016 5:00 PM,2016,4.38,145,12
04/29/2016 3:00 PM,04/30/2016 9:00 PM,2016,1.25,153,5
05/03/2016 8:00 AM,05/03/2016 4:00 PM,2016,0.33,122,5
07/07/2016 6:00 AM,07/12/2016 11:00 PM,2016,5.71,162,7
04/27/2016 1:15 PM,04/27/2016 7:00 PM,2016,0.24,124,5
04/27/2016 2:00 PM,04/27/2016 11:00 PM,2016,0.38,122,5
05/03/2016 7:00 AM,05/03/2016 12:00 PM,2016,0.21,153,5
05/03/2016 10:45 AM,05/03/2016 1:00 PM,2016,0.09,124,5
05/02/2016 1:00 PM,05/04/2016 5:00 PM,2016,2.17,144,7
05/02/2016 6:00 AM,05/02/2016 6:00 PM,2016,0.5,153,5
05/23/2016 9:00 AM,05/24/2016 6:00 PM,2016,1.38,131,5
05/09/2016 5:00 AM,05/15/2016 10:00 PM,2016,6.71,131,5
05/02/2016 5:00 AM,05/02/2016 10:00 PM,2016,0.71,151,7
05/06/2016 5:00 AM,05/06/2016 10:00 PM,2016,0.71,154,5
05/03/2016 5:30 AM,05/03/2016 7:00 PM,2016,0.56,154,5
05/06/2016 8:00 AM,05/07/2016 11:00 PM,2016,1.63,124,5
05/11/2016 5:30 AM,05/11/2016 8:00 PM,2016,0.6,124,5
05/19/2016 7:00 AM,05/20/2016 7:00 AM,2016,1,153,5
05/04/2016 12:00 PM,05/04/2016 1:00 PM,2016,0.04,145,12
05/03/2016 12:00 PM,05/03/2016 4:00 PM,2016,0.17,131,5
05/09/2016 12:00 PM,05/11/2016 10:00 AM,2016,1.92,122,5
10/01/2016 7:00 AM,10/04/2016 10:00 PM,2016,3.63,154,5
05/09/2016 7:00 AM,05/09/2016 5:00 PM,2016,0.42,125,7
05/10/2016 7:00 AM,05/10/2016 3:00 PM,2016,0.33,123,7
05/09/2016 1:00 PM,05/09/2016 5:00 PM,2016,0.17,124,5
05/11/2016 6:00 AM,05/13/2016 5:00 PM,2016,2.46,123,7
06/21/2016 8:00 AM,07/03/2016 11:00 PM,2016,12.63,154,5
07/17/2016 8:00 AM,07/17/2016 9:00 PM,2016,0.54,153,5
06/27/2016 2:00 PM,06/27/2016 9:00 PM,2016,0.29,150,7
08/08/2016 2:00 PM,08/08/2016 9:00 PM,2016,0.29,151,7
08/18/2016 2:00 PM,08/18/2016 9:00 PM,2016,0.29,151,7
06/13/2016 8:00 AM,06/17/2016 6:00 PM,2016,4.42,154,5
06/14/2016 5:30 AM,06/14/2016 7:00 PM,2016,0.56,124,5
05/11/2016 2:00 PM,05/13/2016 5:00 PM,2016,2.13,122,5
05/24/2016 9:00 AM,05/26/2016 8:00 PM,2016,2.46,162,7
05/12/2016 2:00 PM,05/12/2016 5:00 PM,2016,0.13,145,12
05/20/2016 10:00 AM,05/20/2016 5:00 PM,2016,0.29,095,12
05/18/2016 1:00 PM,05/18/2016 9:00 PM,2016,0.33,122,5
09/14/2016 6:00 AM,09/14/2016 4:00 PM,2016,0.42,124,5
11/01/2016 6:00 AM,11/01/2016 4:00 PM,2016,0.42,124,5
12/14/2016 6:00 AM,12/14/2016 4:00 PM,2016,0.42,162,7
02/14/2017 6:00 AM,02/14/2017 4:00 PM,2017,0.42,162,7
04/12/2017 6:00 AM,04/12/2017 4:00 PM,2017,0.42,124,5
05/13/2016 8:00 AM,05/13/2016 2:00 PM,2016,0.25,124,5
05/17/2016 7:00 AM,05/17/2016 5:00 PM,2016,0.42,122,5
04/20/2017 12:00 PM,04/25/2017 4:00 PM,2017,5.17,145,12
05/17/2016 5:30 AM,05/20/2016 10:00 PM,2016,3.69,162,7
08/09/2016 3:00 PM,08/11/2016 9:00 PM,2016,2.25,154,5
05/13/2016 9:00 AM,05/13/2016 6:00 PM,2016,0.38,153,5
05/13/2016 8:00 AM,05/13/2016 5:00 PM,2016,0.38,162,7
05/23/2016 5:00 PM,05/26/2016 10:00 AM,2016,2.71,154,5
05/19/2016 3:00 PM,05/19/2016 7:00 PM,2016,0.17,124,5
05/22/2016 5:00 AM,05/24/2016 11:00 PM,2016,2.75,122,5
06/23/2016 12:00 PM,06/27/2016 11:45 PM,2016,4.49,121,7
05/16/2016 12:00 PM,05/16/2016 3:30 PM,2016,0.15,122,5
05/25/2016 9:30 AM,05/25/2016 12:00 PM,2016,0.1,145,12
05/17/2016 12:00 PM,05/17/2016 11:00 PM,2016,0.46,131,5
06/01/2016 5:00 AM,06/01/2016 8:00 PM,2016,0.63,122,5
06/09/2016 8:00 AM,06/10/2016 7:00 PM,2016,1.46,122,5
05/23/2016 8:00 AM,05/23/2016 11:00 PM,2016,0.63,162,7
09/15/2016 7:00 AM,09/15/2016 10:00 AM,2016,0.13,150,7
05/24/2016 7:30 AM,05/24/2016 6:00 PM,2016,0.44,150,7
09/22/2016 7:00 AM,09/22/2016 10:00 AM,2016,0.13,123,7
10/14/2016 7:00 AM,10/14/2016 6:00 PM,2016,0.46,151,7
09/29/2016 7:00 AM,09/29/2016 10:00 AM,2016,0.13,150,7
10/06/2016 7:00 AM,10/06/2016 10:00 AM,2016,0.13,123,7
05/24/2016 7:30 AM,05/24/2016 4:00 PM,2016,0.35,144,7
10/20/2016 7:00 AM,10/20/2016 10:00 AM,2016,0.13,123,7
10/27/2016 7:00 AM,10/27/2016 10:00 AM,2016,0.13,150,7
06/09/2016 8:00 AM,06/10/2016 9:00 PM,2016,1.54,153,5
05/23/2016 8:00 AM,05/24/2016 8:00 AM,2016,1,151,7
05/26/2016 10:00 AM,05/28/2016 10:00 AM,2016,2,153,5
05/31/2016 8:00 AM,06/01/2016 8:00 AM,2016,1,154,5
05/23/2016 4:00 PM,05/25/2016 8:00 PM,2016,2.17,123,7
05/29/2016 1:00 PM,05/29/2016 5:00 PM,2016,0.17,144,7
05/24/2016 12:00 PM,05/24/2016 3:00 PM,2016,0.13,145,12
05/24/2016 8:00 AM,05/25/2016 7:00 PM,2016,1.46,151,7
06/15/2016 8:00 AM,06/15/2016 7:00 PM,2016,0.46,162,7
06/01/2016 9:00 AM,06/01/2016 8:00 PM,2016,0.46,124,5
05/28/2016 1:00 AM,05/28/2016 11:45 PM,2016,0.95,162,7
11/03/2016 7:00 AM,11/03/2016 10:00 AM,2016,0.13,123,7
05/24/2016 8:30 AM,05/24/2016 5:00 PM,2016,0.35,143,7
05/31/2016 7:00 AM,05/31/2016 7:00 PM,2016,0.5,124,5
06/14/2016 7:00 AM,06/14/2016 12:30 PM,2016,0.23,121,7
06/15/2016 7:00 AM,06/15/2016 12:30 PM,2016,0.23,121,7
06/16/2016 7:00 AM,06/16/2016 12:00 PM,2016,0.21,121,7
06/17/2016 6:00 AM,06/17/2016 4:00 PM,2016,0.42,131,5
06/20/2016 7:00 AM,06/20/2016 12:30 PM,2016,0.23,121,7
06/21/2016 7:00 AM,06/21/2016 12:30 PM,2016,0.23,121,7
06/22/2016 7:00 AM,06/22/2016 12:30 PM,2016,0.23,123,7
06/23/2016 7:00 AM,06/24/2016 6:00 PM,2016,1.46,162,7
05/26/2016 1:30 PM,05/26/2016 11:00 PM,2016,0.4,154,5
06/02/2016 10:30 AM,06/04/2016 7:00 PM,2016,2.35,122,5
07/12/2016 12:00 PM,07/13/2016 7:00 PM,2016,1.29,122,5
06/02/2016 12:00 PM,06/03/2016 10:00 AM,2016,0.92,124,5
06/08/2016 6:00 AM,06/08/2016 10:00 PM,2016,0.67,154,5
06/02/2016 11:00 AM,06/03/2016 4:00 PM,2016,1.21,162,7
06/02/2016 7:00 AM,06/02/2016 12:00 PM,2016,0.21,131,5
06/06/2016 7:00 AM,06/06/2016 12:00 PM,2016,0.21,145,12
06/15/2016 12:00 PM,06/17/2016 4:00 PM,2016,2.17,150,7
06/06/2016 3:00 PM,06/07/2016 8:00 PM,2016,1.21,122,5
06/13/2016 4:00 PM,06/16/2016 9:00 PM,2016,3.21,122,5
06/02/2016 11:00 AM,06/03/2016 11:00 AM,2016,1,153,5
06/10/2016 7:00 AM,06/10/2016 5:00 PM,2016,0.42,154,5
06/14/2016 7:00 AM,06/14/2016 12:00 PM,2016,0.21,123,7
06/15/2016 7:00 AM,06/15/2016 12:00 PM,2016,0.21,123,7
06/16/2016 7:00 AM,06/16/2016 12:00 PM,2016,0.21,151,7
06/20/2016 7:00 AM,06/20/2016 12:00 PM,2016,0.21,123,7
06/21/2016 7:00 AM,06/21/2016 12:00 PM,2016,0.21,123,7
06/22/2016 7:00 AM,06/22/2016 12:00 PM,2016,0.21,150,7
06/04/2016 8:00 AM,06/04/2016 11:00 PM,2016,0.63,162,7
06/04/2016 10:00 AM,06/04/2016 11:00 PM,2016,0.54,131,5
06/07/2016 6:00 AM,06/07/2016 10:00 PM,2016,0.67,151,7
06/09/2016 7:00 AM,06/09/2016 5:00 PM,2016,0.42,131,5
06/07/2016 11:00 AM,06/08/2016 11:00 AM,2016,1,153,5
06/07/2016 9:30 AM,06/07/2016 6:00 PM,2016,0.35,131,5
06/08/2016 7:00 AM,06/08/2016 3:00 PM,2016,0.33,132,7
06/07/2016 12:00 PM,06/07/2016 4:00 PM,2016,0.17,124,5
06/25/2016 9:00 AM,06/25/2016 10:00 PM,2016,0.54,145,12
06/14/2016 6:00 AM,06/14/2016 7:00 PM,2016,0.54,153,5
06/14/2016 7:00 AM,06/14/2016 12:00 PM,2016,0.21,150,7
06/15/2016 7:00 AM,06/15/2016 12:00 PM,2016,0.21,151,7
06/16/2016 7:00 AM,06/16/2016 12:00 PM,2016,0.21,162,7
06/20/2016 7:00 AM,06/20/2016 12:00 PM,2016,0.21,150,7
06/21/2016 7:00 AM,06/21/2016 12:00 PM,2016,0.21,150,7
06/22/2016 7:00 AM,06/22/2016 12:00 PM,2016,0.21,151,7
06/10/2016 3:00 PM,06/12/2016 11:00 PM,2016,2.33,124,5
06/21/2016 5:00 PM,06/22/2016 11:00 PM,2016,1.25,122,5
06/17/2016 12:00 PM,06/19/2016 11:00 PM,2016,2.46,124,5
06/23/2016 9:00 AM,06/23/2016 9:00 PM,2016,0.5,132,7
06/30/2016 12:00 PM,06/30/2016 10:00 PM,2016,0.42,144,7
06/09/2016 8:00 AM,06/09/2016 2:00 PM,2016,0.25,144,7
07/09/2016 6:00 AM,07/09/2016 8:00 PM,2016,0.58,144,7
07/16/2016 6:00 AM,07/16/2016 8:00 PM,2016,0.58,143,7
07/23/2016 6:00 AM,07/23/2016 8:00 PM,2016,0.58,144,7
07/30/2016 6:00 AM,07/30/2016 8:00 PM,2016,0.58,132,7
06/14/2016 7:00 AM,06/14/2016 12:00 PM,2016,0.21,162,7
06/15/2016 6:00 AM,06/15/2016 10:00 PM,2016,0.67,131,5
06/15/2016 4:00 PM,06/16/2016 10:00 PM,2016,1.25,153,5
06/15/2016 12:15 PM,06/15/2016 8:00 PM,2016,0.32,124,5
06/20/2016 9:00 AM,06/20/2016 10:00 PM,2016,0.54,145,12
06/27/2016 7:00 AM,06/29/2016 6:00 PM,2016,2.46,121,7
06/17/2016 5:00 AM,06/17/2016 6:00 PM,2016,0.54,122,5
06/22/2016 9:00 AM,06/22/2016 7:00 PM,2016,0.42,145,12
06/15/2016 7:00 AM,06/15/2016 12:00 PM,2016,0.21,124,5
06/16/2016 7:00 AM,06/16/2016 12:00 PM,2016,0.21,124,5
06/20/2016 7:00 AM,06/20/2016 12:00 PM,2016,0.21,151,7
06/21/2016 7:00 AM,06/21/2016 12:30 PM,2016,0.23,151,7
06/22/2016 7:00 AM,06/22/2016 12:00 PM,2016,0.21,162,7
06/23/2016 11:00 AM,06/23/2016 9:00 PM,2016,0.42,123,7
06/21/2016 12:00 PM,06/22/2016 12:00 PM,2016,1,153,5
06/30/2016 7:30 AM,06/30/2016 4:00 PM,2016,0.35,095,12
06/20/2016 7:00 AM,06/20/2016 11:30 PM,2016,0.69,131,5
06/20/2016 2:00 PM,06/20/2016 5:00 PM,2016,0.13,121,7
06/22/2016 4:00 PM,06/22/2016 10:00 PM,2016,0.25,150,7
06/30/2016 12:00 PM,07/01/2016 12:00 PM,2016,1,153,5
06/22/2016 9:00 AM,06/22/2016 7:00 PM,2016,0.42,124,5
06/30/2016 7:00 AM,06/30/2016 4:00 PM,2016,0.38,150,7
06/27/2016 2:00 PM,06/29/2016 6:00 PM,2016,2.17,122,5
06/28/2016 5:00 AM,06/28/2016 8:00 PM,2016,0.63,124,5
06/24/2016 10:00 AM,06/24/2016 3:00 PM,2016,0.21,131,5
09/09/2016 8:00 AM,09/09/2016 10:00 PM,2016,0.58,121,7
07/14/2016 7:00 AM,07/14/2016 10:00 AM,2016,0.13,162,7
07/17/2016 8:00 AM,07/20/2016 11:00 PM,2016,3.63,131,5
07/11/2016 7:00 AM,07/12/2016 6:00 PM,2016,1.46,143,7
07/18/2016 7:00 AM,07/19/2016 6:00 PM,2016,1.46,144,7
07/25/2016 7:00 AM,07/26/2016 6:00 PM,2016,1.46,132,7
07/28/2016 10:00 AM,07/28/2016 3:00 PM,2016,0.21,153,5
07/20/2016 6:45 AM,07/20/2016 4:00 PM,2016,0.39,153,5
06/28/2016 5:30 AM,06/28/2016 10:00 PM,2016,0.69,153,5
06/25/2016 10:00 AM,06/25/2016 11:45 PM,2016,0.57,131,5
09/09/2016 9:00 AM,09/09/2016 10:00 PM,2016,0.54,145,12
11/10/2016 7:00 AM,11/10/2016 10:00 AM,2016,0.13,150,7
11/17/2016 7:00 AM,11/17/2016 10:00 AM,2016,0.13,123,7
12/08/2016 7:00 AM,12/08/2016 10:00 AM,2016,0.13,150,7
12/12/2016 7:00 AM,12/12/2016 10:00 AM,2016,0.13,144,7
12/15/2016 7:00 AM,12/15/2016 10:00 AM,2016,0.13,123,7
12/22/2016 7:00 AM,12/22/2016 10:00 AM,2016,0.13,150,7
07/05/2016 7:00 AM,07/05/2016 3:00 PM,2016,0.33,143,7
08/20/2016 4:00 PM,08/20/2016 11:00 PM,2016,0.29,095,12
06/30/2016 7:00 AM,06/30/2016 12:00 PM,2016,0.21,162,7
06/29/2016 7:00 AM,06/29/2016 2:00 PM,2016,0.29,150,7
01/10/2017 7:00 AM,01/10/2017 10:00 AM,2017,0.13,151,7
07/18/2016 9:00 PM,07/19/2016 6:00 AM,2016,0.38,123,7
07/06/2016 7:00 AM,07/06/2016 12:00 PM,2016,0.21,154,5
07/06/2016 11:00 AM,07/06/2016 3:00 PM,2016,0.17,132,7
07/20/2016 8:00 AM,07/20/2016 5:00 PM,2016,0.38,124,5
07/05/2016 11:30 AM,07/05/2016 9:00 PM,2016,0.4,145,12
07/12/2016 10:30 AM,07/12/2016 7:00 PM,2016,0.35,153,5
07/06/2016 7:00 AM,07/06/2016 4:00 PM,2016,0.38,124,5
07/18/2016 5:00 AM,07/19/2016 6:00 PM,2016,1.54,162,7
07/08/2016 4:00 PM,07/10/2016 11:00 PM,2016,2.29,122,5
07/11/2016 8:00 AM,07/11/2016 6:00 PM,2016,0.42,131,5
07/07/2016 12:00 PM,07/07/2016 6:00 PM,2016,0.25,145,12
07/07/2016 6:00 AM,07/10/2016 11:00 PM,2016,3.71,131,5
01/26/2017 7:00 AM,01/26/2017 10:00 AM,2017,0.13,123,7
02/02/2017 7:00 AM,02/02/2017 10:00 AM,2017,0.13,150,7
02/16/2017 7:00 AM,02/16/2017 10:00 AM,2017,0.13,150,7
02/23/2017 7:00 AM,02/23/2017 10:00 AM,2017,0.13,123,7
03/02/2017 7:00 AM,03/02/2017 10:00 AM,2017,0.13,150,7
10/06/2016 7:30 AM,10/06/2016 5:00 PM,2016,0.4,154,5
08/02/2016 2:30 PM,08/05/2016 11:00 PM,2016,3.35,124,5
08/11/2016 4:00 PM,08/13/2016 11:00 PM,2016,2.29,122,5
11/11/2016 4:00 PM,11/12/2016 11:00 PM,2016,1.29,124,5
08/23/2016 7:00 AM,08/23/2016 12:00 PM,2016,0.21,145,12
08/25/2016 7:00 AM,08/25/2016 3:00 PM,2016,0.33,145,12
08/30/2016 7:00 AM,08/30/2016 4:30 PM,2016,0.4,095,12
09/01/2016 7:00 AM,09/01/2016 3:00 PM,2016,0.33,145,12
09/06/2016 7:00 AM,09/06/2016 12:00 PM,2016,0.21,145,12
09/08/2016 7:00 AM,09/08/2016 3:00 PM,2016,0.33,145,12
09/15/2016 7:00 AM,09/15/2016 3:00 PM,2016,0.33,145,12
09/20/2016 7:00 AM,09/20/2016 4:45 PM,2016,0.41,145,12
09/22/2016 7:00 AM,09/22/2016 3:00 PM,2016,0.33,144,7
09/29/2016 7:00 AM,09/29/2016 3:00 PM,2016,0.33,145,12
10/04/2016 7:00 AM,10/04/2016 12:00 PM,2016,0.21,143,7
10/06/2016 7:00 AM,10/06/2016 3:00 PM,2016,0.33,144,7
10/11/2016 7:30 AM,10/11/2016 12:30 PM,2016,0.21,145,12
10/13/2016 7:00 AM,10/13/2016 3:00 PM,2016,0.33,145,12
10/18/2016 7:00 AM,10/18/2016 12:00 PM,2016,0.21,145,12
10/20/2016 7:00 AM,10/20/2016 3:00 PM,2016,0.33,145,12
10/27/2016 7:00 AM,10/27/2016 3:00 PM,2016,0.33,145,12
11/01/2016 7:00 AM,11/01/2016 12:00 PM,2016,0.21,145,12
11/03/2016 7:00 AM,11/03/2016 3:00 PM,2016,0.33,145,12
11/08/2016 7:00 AM,11/08/2016 12:00 PM,2016,0.21,145,12
11/10/2016 7:00 AM,11/10/2016 3:00 PM,2016,0.33,145,12
11/15/2016 7:00 AM,11/15/2016 12:00 PM,2016,0.21,145,12
11/17/2016 7:00 AM,11/17/2016 3:00 PM,2016,0.33,145,12
07/12/2016 2:00 PM,07/13/2016 5:00 PM,2016,1.13,122,5
07/13/2016 9:00 AM,07/13/2016 2:00 PM,2016,0.21,124,5
08/06/2016 7:00 AM,08/16/2016 4:00 PM,2016,10.38,121,7
07/12/2016 3:00 PM,07/13/2016 10:00 PM,2016,1.29,131,5
08/12/2016 7:00 AM,08/16/2016 6:00 AM,2016,3.96,145,12
08/06/2016 7:00 AM,08/12/2016 6:00 AM,2016,5.96,145,12
07/11/2016 12:00 PM,07/12/2016 12:00 PM,2016,1,122,5
07/28/2016 8:00 AM,07/29/2016 11:00 PM,2016,1.63,124,5
07/14/2016 7:00 AM,07/14/2016 5:00 PM,2016,0.42,132,7
07/20/2016 6:00 AM,07/21/2016 1:00 PM,2016,1.29,154,5
07/20/2016 11:30 AM,07/20/2016 5:00 PM,2016,0.23,162,7
07/19/2016 11:30 AM,07/19/2016 4:00 PM,2016,0.19,153,5
07/25/2016 6:00 AM,07/25/2016 5:00 PM,2016,0.46,124,5
08/05/2016 2:00 PM,08/05/2016 8:00 PM,2016,0.25,151,7
07/19/2016 7:00 AM,07/19/2016 12:00 PM,2016,0.21,123,7
08/04/2016 9:00 AM,08/04/2016 5:00 PM,2016,0.33,131,5
08/18/2016 7:00 AM,08/18/2016 5:00 PM,2016,0.42,124,5
08/02/2016 8:00 AM,08/02/2016 9:00 PM,2016,0.54,095,12
07/25/2016 7:00 AM,07/25/2016 6:00 PM,2016,0.46,131,5
07/29/2016 11:00 AM,07/29/2016 6:00 PM,2016,0.29,154,5
07/22/2016 10:00 AM,07/22/2016 5:00 PM,2016,0.29,131,5
08/31/2016 7:15 AM,08/31/2016 6:00 PM,2016,0.45,151,7
09/17/2016 7:00 AM,09/17/2016 9:00 PM,2016,0.58,145,12
09/23/2016 7:00 AM,09/25/2016 9:00 PM,2016,2.58,145,12
07/22/2016 2:00 PM,07/22/2016 5:00 PM,2016,0.13,145,12
07/31/2016 12:00 PM,08/02/2016 10:00 PM,2016,2.42,153,5
09/20/2016 5:00 AM,09/20/2016 8:00 PM,2016,0.63,122,5
07/26/2016 6:30 AM,07/26/2016 3:00 PM,2016,0.35,122,5
08/11/2016 8:00 AM,08/11/2016 2:00 PM,2016,0.25,122,5
08/14/2016 9:00 AM,08/16/2016 4:00 PM,2016,2.29,122,5
07/31/2016 9:00 AM,07/31/2016 4:00 PM,2016,0.29,162,7
08/04/2016 12:00 PM,08/04/2016 8:00 PM,2016,0.33,095,12
08/04/2016 7:30 AM,08/04/2016 4:00 PM,2016,0.35,122,5
07/27/2016 10:15 AM,07/27/2016 1:00 PM,2016,0.11,095,12
07/27/2016 7:00 AM,07/27/2016 8:00 PM,2016,0.54,154,5
07/28/2016 7:00 AM,07/28/2016 12:00 PM,2016,0.21,095,12
07/29/2016 7:00 AM,07/29/2016 12:00 PM,2016,0.21,122,5
07/28/2016 7:00 AM,07/28/2016 9:45 AM,2016,0.11,153,5
08/16/2016 6:00 AM,08/16/2016 5:00 PM,2016,0.46,154,5
07/27/2016 2:30 PM,07/27/2016 4:00 PM,2016,0.06,121,7
07/28/2016 8:30 AM,07/28/2016 9:30 AM,2016,0.04,122,5
07/28/2016 8:45 AM,07/28/2016 10:00 AM,2016,0.05,154,5
08/02/2016 7:00 AM,08/02/2016 5:00 PM,2016,0.42,122,5
08/03/2016 7:00 AM,08/03/2016 11:00 PM,2016,0.67,122,5
09/29/2016 8:00 AM,09/29/2016 4:00 PM,2016,0.33,151,7
08/02/2016 4:00 PM,08/04/2016 11:00 AM,2016,1.79,162,7
08/02/2016 8:00 AM,08/02/2016 10:00 PM,2016,0.58,143,7
08/01/2016 10:00 AM,08/01/2016 1:00 PM,2016,0.13,095,12
09/09/2016 2:00 PM,09/11/2016 2:00 PM,2016,2,123,7
10/21/2016 5:00 PM,10/23/2016 5:00 PM,2016,2,144,7
03/09/2017 7:00 AM,03/09/2017 10:00 AM,2017,0.13,123,7
08/02/2016 5:15 PM,08/02/2016 7:00 PM,2016,0.07,122,5
03/13/2017 7:00 AM,03/13/2017 10:00 AM,2017,0.13,132,7
03/16/2017 7:00 AM,03/16/2017 10:00 AM,2017,0.13,150,7
03/23/2017 7:00 AM,03/23/2017 10:00 AM,2017,0.13,123,7
03/30/2017 7:00 AM,03/30/2017 10:00 AM,2017,0.13,150,7
08/17/2016 9:00 AM,08/17/2016 11:00 PM,2016,0.58,145,12
08/08/2016 1:00 PM,08/11/2016 6:00 PM,2016,3.21,124,5
